Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vid_index,frame_number,obj,action,class
85635,85635,85635,135,ZY20210800004/H4/C2/N43/S15/s01/T5,135,Watercup,carry,Mug
85636,85636,85636,136,ZY20210800004/H4/C2/N43/S15/s01/T5,136,Watercup,carry,Mug
85637,85637,85637,137,ZY20210800004/H4/C2/N43/S15/s01/T5,137,Watercup,carry,Mug
85638,85638,85638,138,ZY20210800004/H4/C2/N43/S15/s01/T5,138,Watercup,carry,Mug
85639,85639,85639,139,ZY20210800004/H4/C2/N43/S15/s01/T5,139,Watercup,carry,Mug
85640,85640,85640,140,ZY20210800004/H4/C2/N43/S15/s01/T5,140,Watercup,carry,Mug
85641,85641,85641,141,ZY20210800004/H4/C2/N43/S15/s01/T5,141,Watercup,carry,Mug
85642,85642,85642,142,ZY20210800004/H4/C2/N43/S15/s01/T5,142,Watercup,carry,Mug
85643,85643,85643,143,ZY20210800004/H4/C2/N43/S15/s01/T5,143,Watercup,carry,Mug
85644,85644,85644,144,ZY20210800004/H4/C2/N43/S15/s01/T5,144,Watercup,carry,Mug
85645,85645,85645,145,ZY20210800004/H4/C2/N43/S15/s01/T5,145,Watercup,carry,Mug
85646,85646,85646,146,ZY20210800004/H4/C2/N43/S15/s01/T5,146,Watercup,carry,Mug
85647,85647,85647,147,ZY20210800004/H4/C2/N43/S15/s01/T5,147,Watercup,carry,Mug
85648,85648,85648,148,ZY20210800004/H4/C2/N43/S15/s01/T5,148,Watercup,carry,Mug
85649,85649,85649,149,ZY20210800004/H4/C2/N43/S15/s01/T5,149,Watercup,carry,Mug
85650,85650,85650,150,ZY20210800004/H4/C2/N43/S15/s01/T5,150,Watercup,carry,Mug
85651,85651,85651,151,ZY20210800004/H4/C2/N43/S15/s01/T5,151,Watercup,carry,Mug
85652,85652,85652,152,ZY20210800004/H4/C2/N43/S15/s01/T5,152,Watercup,carry,Mug
85653,85653,85653,153,ZY20210800004/H4/C2/N43/S15/s01/T5,153,Watercup,carry,Mug
85654,85654,85654,154,ZY20210800004/H4/C2/N43/S15/s01/T5,154,Watercup,putdown,Mug
