Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vid_index,frame_number,obj,action,class
257770,257770,257770,70,ZY20210800003/H3/C17/N66/S264/s04/T2,70,Lampbase/Tablelampfirstjoint/Tablelampsecondjoint,Pickup,Lamp
257771,257771,257771,71,ZY20210800003/H3/C17/N66/S264/s04/T2,71,Lampbase/Tablelampfirstjoint/Tablelampsecondjoint,open,Lamp
257772,257772,257772,72,ZY20210800003/H3/C17/N66/S264/s04/T2,72,Lampbase/Tablelampfirstjoint/Tablelampsecondjoint,open,Lamp
257773,257773,257773,73,ZY20210800003/H3/C17/N66/S264/s04/T2,73,Lampbase/Tablelampfirstjoint/Tablelampsecondjoint,open,Lamp
257774,257774,257774,74,ZY20210800003/H3/C17/N66/S264/s04/T2,74,Lampbase/Tablelampfirstjoint/Tablelampsecondjoint,open,Lamp
257775,257775,257775,75,ZY20210800003/H3/C17/N66/S264/s04/T2,75,Lampbase/Tablelampfirstjoint/Tablelampsecondjoint,open,Lamp
257776,257776,257776,76,ZY20210800003/H3/C17/N66/S264/s04/T2,76,Lampbase/Tablelampfirstjoint/Tablelampsecondjoint,open,Lamp
257777,257777,257777,77,ZY20210800003/H3/C17/N66/S264/s04/T2,77,Lampbase/Tablelampfirstjoint/Tablelampsecondjoint,open,Lamp
257778,257778,257778,78,ZY20210800003/H3/C17/N66/S264/s04/T2,78,Lampbase/Tablelampfirstjoint/Tablelampsecondjoint,open,Lamp
257779,257779,257779,79,ZY20210800003/H3/C17/N66/S264/s04/T2,79,Lampbase/Tablelampfirstjoint/Tablelampsecondjoint,open,Lamp
257780,257780,257780,80,ZY20210800003/H3/C17/N66/S264/s04/T2,80,Lampbase/Tablelampfirstjoint/Tablelampsecondjoint,open,Lamp
257781,257781,257781,81,ZY20210800003/H3/C17/N66/S264/s04/T2,81,Lampbase/Tablelampfirstjoint/Tablelampsecondjoint,open,Lamp
257782,257782,257782,82,ZY20210800003/H3/C17/N66/S264/s04/T2,82,Lampbase/Tablelampfirstjoint/Tablelampsecondjoint,open,Lamp
257783,257783,257783,83,ZY20210800003/H3/C17/N66/S264/s04/T2,83,Lampbase/Tablelampfirstjoint/Tablelampsecondjoint,open,Lamp
