Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vid_index,frame_number,obj,action,class
344766,344766,344766,66,ZY20210800002/H2/C8/N11/S80/s01/T2,66,bucket/Buckethandle,Pickup,Bucket
344767,344767,344767,67,ZY20210800002/H2/C8/N11/S80/s01/T2,67,bucket/Buckethandle,Pickup,Bucket
344768,344768,344768,68,ZY20210800002/H2/C8/N11/S80/s01/T2,68,bucket/Buckethandle,Pickup,Bucket
344769,344769,344769,69,ZY20210800002/H2/C8/N11/S80/s01/T2,69,bucket/Buckethandle,Pickup,Bucket
344770,344770,344770,70,ZY20210800002/H2/C8/N11/S80/s01/T2,70,bucket/Buckethandle,Pickup,Bucket
344771,344771,344771,71,ZY20210800002/H2/C8/N11/S80/s01/T2,71,bucket/Buckethandle,Pickup,Bucket
344772,344772,344772,72,ZY20210800002/H2/C8/N11/S80/s01/T2,72,bucket/Buckethandle,putdown,Bucket
344773,344773,344773,73,ZY20210800002/H2/C8/N11/S80/s01/T2,73,bucket/Buckethandle,putdown,Bucket
344774,344774,344774,74,ZY20210800002/H2/C8/N11/S80/s01/T2,74,bucket/Buckethandle,putdown,Bucket
344775,344775,344775,75,ZY20210800002/H2/C8/N11/S80/s01/T2,75,bucket/Buckethandle,putdown,Bucket
344776,344776,344776,76,ZY20210800002/H2/C8/N11/S80/s01/T2,76,bucket/Buckethandle,putdown,Bucket
344777,344777,344777,77,ZY20210800002/H2/C8/N11/S80/s01/T2,77,bucket/Buckethandle,putdown,Bucket
344778,344778,344778,78,ZY20210800002/H2/C8/N11/S80/s01/T2,78,bucket/Buckethandle,putdown,Bucket
344779,344779,344779,79,ZY20210800002/H2/C8/N11/S80/s01/T2,79,bucket/Buckethandle,putdown,Bucket
344780,344780,344780,80,ZY20210800002/H2/C8/N11/S80/s01/T2,80,bucket/Buckethandle,putdown,Bucket
344781,344781,344781,81,ZY20210800002/H2/C8/N11/S80/s01/T2,81,bucket/Buckethandle,putdown,Bucket
344782,344782,344782,82,ZY20210800002/H2/C8/N11/S80/s01/T2,82,bucket/Buckethandle,putdown,Bucket
344783,344783,344783,83,ZY20210800002/H2/C8/N11/S80/s01/T2,83,bucket/Buckethandle,putdown,Bucket
344784,344784,344784,84,ZY20210800002/H2/C8/N11/S80/s01/T2,84,bucket/Buckethandle,putdown,Bucket
344785,344785,344785,85,ZY20210800002/H2/C8/N11/S80/s01/T2,85,bucket/Buckethandle,putdown,Bucket
344786,344786,344786,86,ZY20210800002/H2/C8/N11/S80/s01/T2,86,bucket/Buckethandle,putdown,Bucket
344787,344787,344787,87,ZY20210800002/H2/C8/N11/S80/s01/T2,87,bucket/Buckethandle,putdown,Bucket
344788,344788,344788,88,ZY20210800002/H2/C8/N11/S80/s01/T2,88,bucket/Buckethandle,putdown,Bucket
344789,344789,344789,89,ZY20210800002/H2/C8/N11/S80/s01/T2,89,bucket/Buckethandle,putdown,Bucket
344790,344790,344790,90,ZY20210800002/H2/C8/N11/S80/s01/T2,90,bucket/Buckethandle,putdown,Bucket
344791,344791,344791,91,ZY20210800002/H2/C8/N11/S80/s01/T2,91,bucket/Buckethandle,putdown,Bucket
344792,344792,344792,92,ZY20210800002/H2/C8/N11/S80/s01/T2,92,bucket/Buckethandle,putdown,Bucket
344793,344793,344793,93,ZY20210800002/H2/C8/N11/S80/s01/T2,93,bucket/Buckethandle,putdown,Bucket
344794,344794,344794,94,ZY20210800002/H2/C8/N11/S80/s01/T2,94,bucket/Buckethandle,putdown,Bucket
344795,344795,344795,95,ZY20210800002/H2/C8/N11/S80/s01/T2,95,bucket/Buckethandle,putdown,Bucket
344796,344796,344796,96,ZY20210800002/H2/C8/N11/S80/s01/T2,96,bucket/Buckethandle,putdown,Bucket
344797,344797,344797,97,ZY20210800002/H2/C8/N11/S80/s01/T2,97,bucket/Buckethandle,putdown,Bucket
