Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vid_index,frame_number,obj,action,class
474776,474776,474776,176,ZY20210800002/H2/C1/N39/S88/s05/T3,176,Toycar,push,ToyCar
474777,474777,474777,177,ZY20210800002/H2/C1/N39/S88/s05/T3,177,Toycar,push,ToyCar
474778,474778,474778,178,ZY20210800002/H2/C1/N39/S88/s05/T3,178,Toycar,push,ToyCar
474779,474779,474779,179,ZY20210800002/H2/C1/N39/S88/s05/T3,179,Toycar,push,ToyCar
474780,474780,474780,180,ZY20210800002/H2/C1/N39/S88/s05/T3,180,Toycar,push,ToyCar
474781,474781,474781,181,ZY20210800002/H2/C1/N39/S88/s05/T3,181,Toycar,push,ToyCar
474782,474782,474782,182,ZY20210800002/H2/C1/N39/S88/s05/T3,182,Toycar,push,ToyCar
474783,474783,474783,183,ZY20210800002/H2/C1/N39/S88/s05/T3,183,Toycar,push,ToyCar
474784,474784,474784,184,ZY20210800002/H2/C1/N39/S88/s05/T3,184,Toycar,push,ToyCar
474785,474785,474785,185,ZY20210800002/H2/C1/N39/S88/s05/T3,185,Toycar,push,ToyCar
474786,474786,474786,186,ZY20210800002/H2/C1/N39/S88/s05/T3,186,Toycar,push,ToyCar
474787,474787,474787,187,ZY20210800002/H2/C1/N39/S88/s05/T3,187,Toycar,push,ToyCar
474788,474788,474788,188,ZY20210800002/H2/C1/N39/S88/s05/T3,188,Toycar,push,ToyCar
474789,474789,474789,189,ZY20210800002/H2/C1/N39/S88/s05/T3,189,Toycar,push,ToyCar
474790,474790,474790,190,ZY20210800002/H2/C1/N39/S88/s05/T3,190,Toycar,push,ToyCar
474791,474791,474791,191,ZY20210800002/H2/C1/N39/S88/s05/T3,191,Toycar,push,ToyCar
474792,474792,474792,192,ZY20210800002/H2/C1/N39/S88/s05/T3,192,Toycar,push,ToyCar
474793,474793,474793,193,ZY20210800002/H2/C1/N39/S88/s05/T3,193,Toycar,push,ToyCar
474794,474794,474794,194,ZY20210800002/H2/C1/N39/S88/s05/T3,194,Toycar,push,ToyCar
474795,474795,474795,195,ZY20210800002/H2/C1/N39/S88/s05/T3,195,Toycar,push,ToyCar
474796,474796,474796,196,ZY20210800002/H2/C1/N39/S88/s05/T3,196,Toycar,push,ToyCar
474797,474797,474797,197,ZY20210800002/H2/C1/N39/S88/s05/T3,197,Toycar,push,ToyCar
474798,474798,474798,198,ZY20210800002/H2/C1/N39/S88/s05/T3,198,Toycar,push,ToyCar
474799,474799,474799,199,ZY20210800002/H2/C1/N39/S88/s05/T3,199,Toycar,push,ToyCar
474800,474800,474800,200,ZY20210800002/H2/C1/N39/S88/s05/T3,200,Toycar,push,ToyCar
474801,474801,474801,201,ZY20210800002/H2/C1/N39/S88/s05/T3,201,Toycar,push,ToyCar
474802,474802,474802,202,ZY20210800002/H2/C1/N39/S88/s05/T3,202,Toycar,push,ToyCar
474803,474803,474803,203,ZY20210800002/H2/C1/N39/S88/s05/T3,203,Toycar,push,ToyCar
474804,474804,474804,204,ZY20210800002/H2/C1/N39/S88/s05/T3,204,Toycar,push,ToyCar
474805,474805,474805,205,ZY20210800002/H2/C1/N39/S88/s05/T3,205,Toycar,push,ToyCar
474806,474806,474806,206,ZY20210800002/H2/C1/N39/S88/s05/T3,206,Toycar,push,ToyCar
474807,474807,474807,207,ZY20210800002/H2/C1/N39/S88/s05/T3,207,Toycar,push,ToyCar
474808,474808,474808,208,ZY20210800002/H2/C1/N39/S88/s05/T3,208,Toycar,push,ToyCar
474809,474809,474809,209,ZY20210800002/H2/C1/N39/S88/s05/T3,209,Toycar,push,ToyCar
474810,474810,474810,210,ZY20210800002/H2/C1/N39/S88/s05/T3,210,Toycar,push,ToyCar
474811,474811,474811,211,ZY20210800002/H2/C1/N39/S88/s05/T3,211,Toycar,push,ToyCar
