Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vid_index,frame_number,obj,action,class
71,71,71,71,ZY20210800004/H4/C20/N43/S301/s01/T2,71,chair,Grasp,Chair
72,72,72,72,ZY20210800004/H4/C20/N43/S301/s01/T2,72,chair,Grasp,Chair
73,73,73,73,ZY20210800004/H4/C20/N43/S301/s01/T2,73,chair,Grasp,Chair
74,74,74,74,ZY20210800004/H4/C20/N43/S301/s01/T2,74,chair,Grasp,Chair
75,75,75,75,ZY20210800004/H4/C20/N43/S301/s01/T2,75,chair,Grasp,Chair
76,76,76,76,ZY20210800004/H4/C20/N43/S301/s01/T2,76,chair,Grasp,Chair
77,77,77,77,ZY20210800004/H4/C20/N43/S301/s01/T2,77,chair,Grasp,Chair
78,78,78,78,ZY20210800004/H4/C20/N43/S301/s01/T2,78,chair,Grasp,Chair
79,79,79,79,ZY20210800004/H4/C20/N43/S301/s01/T2,79,chair,Grasp,Chair
80,80,80,80,ZY20210800004/H4/C20/N43/S301/s01/T2,80,chair,Grasp,Chair
81,81,81,81,ZY20210800004/H4/C20/N43/S301/s01/T2,81,chair,Grasp,Chair
82,82,82,82,ZY20210800004/H4/C20/N43/S301/s01/T2,82,chair,Grasp,Chair
83,83,83,83,ZY20210800004/H4/C20/N43/S301/s01/T2,83,chair,Grasp,Chair
84,84,84,84,ZY20210800004/H4/C20/N43/S301/s01/T2,84,chair,Grasp,Chair
114,114,114,114,ZY20210800004/H4/C20/N43/S301/s01/T2,114,chair,putdown,Chair
115,115,115,115,ZY20210800004/H4/C20/N43/S301/s01/T2,115,chair,putdown,Chair
116,116,116,116,ZY20210800004/H4/C20/N43/S301/s01/T2,116,chair,putdown,Chair
117,117,117,117,ZY20210800004/H4/C20/N43/S301/s01/T2,117,chair,putdown,Chair
118,118,118,118,ZY20210800004/H4/C20/N43/S301/s01/T2,118,chair,putdown,Chair
119,119,119,119,ZY20210800004/H4/C20/N43/S301/s01/T2,119,chair,putdown,Chair
120,120,120,120,ZY20210800004/H4/C20/N43/S301/s01/T2,120,chair,putdown,Chair
121,121,121,121,ZY20210800004/H4/C20/N43/S301/s01/T2,121,chair,putdown,Chair
122,122,122,122,ZY20210800004/H4/C20/N43/S301/s01/T2,122,chair,putdown,Chair
