Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vid_index,frame_number,obj,action,class
601701,601701,601701,201,ZY20210800004/H4/C17/N20/S134/s01/T1,201,Lampbase/Thirdjointoftablelamp/Tablelampsecondjoint/Tablelampfirstjoint,carry,Lamp
601702,601702,601702,202,ZY20210800004/H4/C17/N20/S134/s01/T1,202,Lampbase/Thirdjointoftablelamp/Tablelampsecondjoint/Tablelampfirstjoint,carry,Lamp
601703,601703,601703,203,ZY20210800004/H4/C17/N20/S134/s01/T1,203,Lampbase/Thirdjointoftablelamp/Tablelampsecondjoint/Tablelampfirstjoint,carry,Lamp
601704,601704,601704,204,ZY20210800004/H4/C17/N20/S134/s01/T1,204,Lampbase/Thirdjointoftablelamp/Tablelampsecondjoint/Tablelampfirstjoint,carry,Lamp
601705,601705,601705,205,ZY20210800004/H4/C17/N20/S134/s01/T1,205,Lampbase/Thirdjointoftablelamp/Tablelampsecondjoint/Tablelampfirstjoint,carry,Lamp
601706,601706,601706,206,ZY20210800004/H4/C17/N20/S134/s01/T1,206,Lampbase/Thirdjointoftablelamp/Tablelampsecondjoint/Tablelampfirstjoint,carry,Lamp
601707,601707,601707,207,ZY20210800004/H4/C17/N20/S134/s01/T1,207,Lampbase/Thirdjointoftablelamp/Tablelampsecondjoint/Tablelampfirstjoint,carry,Lamp
601708,601708,601708,208,ZY20210800004/H4/C17/N20/S134/s01/T1,208,Lampbase/Thirdjointoftablelamp/Tablelampsecondjoint/Tablelampfirstjoint,carry,Lamp
601709,601709,601709,209,ZY20210800004/H4/C17/N20/S134/s01/T1,209,Lampbase/Thirdjointoftablelamp/Tablelampsecondjoint/Tablelampfirstjoint,carry,Lamp
601710,601710,601710,210,ZY20210800004/H4/C17/N20/S134/s01/T1,210,Lampbase/Thirdjointoftablelamp/Tablelampsecondjoint/Tablelampfirstjoint,carry,Lamp
601711,601711,601711,211,ZY20210800004/H4/C17/N20/S134/s01/T1,211,Lampbase/Thirdjointoftablelamp/Tablelampsecondjoint/Tablelampfirstjoint,carry,Lamp
601712,601712,601712,212,ZY20210800004/H4/C17/N20/S134/s01/T1,212,Lampbase/Thirdjointoftablelamp/Tablelampsecondjoint/Tablelampfirstjoint,carry,Lamp
601713,601713,601713,213,ZY20210800004/H4/C17/N20/S134/s01/T1,213,Lampbase/Thirdjointoftablelamp/Tablelampsecondjoint/Tablelampfirstjoint,carry,Lamp
