Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vid_index,frame_number,obj,action,class
430417,430417,430417,217,ZY20210800004/H4/C13/N15/S186/s02/T2,217,knife,putdown,Knife
430418,430418,430418,218,ZY20210800004/H4/C13/N15/S186/s02/T2,218,knife,putdown,Knife
430419,430419,430419,219,ZY20210800004/H4/C13/N15/S186/s02/T2,219,knife,putdown,Knife
430420,430420,430420,220,ZY20210800004/H4/C13/N15/S186/s02/T2,220,knife,putdown,Knife
430421,430421,430421,221,ZY20210800004/H4/C13/N15/S186/s02/T2,221,knife,putdown,Knife
430422,430422,430422,222,ZY20210800004/H4/C13/N15/S186/s02/T2,222,knife,putdown,Knife
430423,430423,430423,223,ZY20210800004/H4/C13/N15/S186/s02/T2,223,knife,putdown,Knife
430424,430424,430424,224,ZY20210800004/H4/C13/N15/S186/s02/T2,224,knife,putdown,Knife
430425,430425,430425,225,ZY20210800004/H4/C13/N15/S186/s02/T2,225,knife,putdown,Knife
430426,430426,430426,226,ZY20210800004/H4/C13/N15/S186/s02/T2,226,knife,putdown,Knife
430427,430427,430427,227,ZY20210800004/H4/C13/N15/S186/s02/T2,227,knife,putdown,Knife
430428,430428,430428,228,ZY20210800004/H4/C13/N15/S186/s02/T2,228,knife,putdown,Knife
430429,430429,430429,229,ZY20210800004/H4/C13/N15/S186/s02/T2,229,knife,putdown,Knife
430430,430430,430430,230,ZY20210800004/H4/C13/N15/S186/s02/T2,230,knife,putdown,Knife
430431,430431,430431,231,ZY20210800004/H4/C13/N15/S186/s02/T2,231,knife,putdown,Knife
430432,430432,430432,232,ZY20210800004/H4/C13/N15/S186/s02/T2,232,knife,putdown,Knife
430433,430433,430433,233,ZY20210800004/H4/C13/N15/S186/s02/T2,233,knife,putdown,Knife
430434,430434,430434,234,ZY20210800004/H4/C13/N15/S186/s02/T2,234,knife,putdown,Knife
430435,430435,430435,235,ZY20210800004/H4/C13/N15/S186/s02/T2,235,knife,putdown,Knife
430436,430436,430436,236,ZY20210800004/H4/C13/N15/S186/s02/T2,236,knife,putdown,Knife
430437,430437,430437,237,ZY20210800004/H4/C13/N15/S186/s02/T2,237,knife,putdown,Knife
430438,430438,430438,238,ZY20210800004/H4/C13/N15/S186/s02/T2,238,knife,putdown,Knife
430439,430439,430439,239,ZY20210800004/H4/C13/N15/S186/s02/T2,239,knife,putdown,Knife
430440,430440,430440,240,ZY20210800004/H4/C13/N15/S186/s02/T2,240,knife,putdown,Knife
430441,430441,430441,241,ZY20210800004/H4/C13/N15/S186/s02/T2,241,knife,putdown,Knife
430442,430442,430442,242,ZY20210800004/H4/C13/N15/S186/s02/T2,242,knife,putdown,Knife
430443,430443,430443,243,ZY20210800004/H4/C13/N15/S186/s02/T2,243,knife,putdown,Knife
430540,430540,430540,40,ZY20210800001/H1/C13/N20/S179/s05/T3,40,knife,Grasp,Knife
430541,430541,430541,41,ZY20210800001/H1/C13/N20/S179/s05/T3,41,knife,Grasp,Knife
430542,430542,430542,42,ZY20210800001/H1/C13/N20/S179/s05/T3,42,knife,Grasp,Knife
430543,430543,430543,43,ZY20210800001/H1/C13/N20/S179/s05/T3,43,knife,Grasp,Knife
430544,430544,430544,44,ZY20210800001/H1/C13/N20/S179/s05/T3,44,knife,Grasp,Knife
430545,430545,430545,45,ZY20210800001/H1/C13/N20/S179/s05/T3,45,knife,Grasp,Knife
430546,430546,430546,46,ZY20210800001/H1/C13/N20/S179/s05/T3,46,knife,Grasp,Knife
