Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vid_index,frame_number,obj,action,class
211955,211955,211955,155,ZY20210800001/H1/C6/N28/S87/s01/T2,155,Safebox/Safedoor,Grasp,Safe
211956,211956,211956,156,ZY20210800001/H1/C6/N28/S87/s01/T2,156,Safebox/Safedoor,Grasp,Safe
211957,211957,211957,157,ZY20210800001/H1/C6/N28/S87/s01/T2,157,Safebox/Safedoor,Grasp,Safe
211958,211958,211958,158,ZY20210800001/H1/C6/N28/S87/s01/T2,158,Safebox/Safedoor,Grasp,Safe
211959,211959,211959,159,ZY20210800001/H1/C6/N28/S87/s01/T2,159,Safebox/Safedoor,Grasp,Safe
212009,212009,212009,209,ZY20210800001/H1/C6/N28/S87/s01/T2,209,Safebox/Safedoor,Grasp,Safe
212010,212010,212010,210,ZY20210800001/H1/C6/N28/S87/s01/T2,210,Safebox/Safedoor,Grasp,Safe
212011,212011,212011,211,ZY20210800001/H1/C6/N28/S87/s01/T2,211,Safebox/Safedoor,Grasp,Safe
212012,212012,212012,212,ZY20210800001/H1/C6/N28/S87/s01/T2,212,Safebox/Safedoor,Grasp,Safe
212013,212013,212013,213,ZY20210800001/H1/C6/N28/S87/s01/T2,213,Safebox/Safedoor,Grasp,Safe
212014,212014,212014,214,ZY20210800001/H1/C6/N28/S87/s01/T2,214,Safebox/Safedoor,Pickup,Safe
212015,212015,212015,215,ZY20210800001/H1/C6/N28/S87/s01/T2,215,Safebox/Safedoor,Pickup,Safe
212016,212016,212016,216,ZY20210800001/H1/C6/N28/S87/s01/T2,216,Safebox/Safedoor,Pickup,Safe
212017,212017,212017,217,ZY20210800001/H1/C6/N28/S87/s01/T2,217,Safebox/Safedoor,Pickup,Safe
212018,212018,212018,218,ZY20210800001/H1/C6/N28/S87/s01/T2,218,Safebox/Safedoor,Pickup,Safe
212019,212019,212019,219,ZY20210800001/H1/C6/N28/S87/s01/T2,219,Safebox/Safedoor,Pickup,Safe
212020,212020,212020,220,ZY20210800001/H1/C6/N28/S87/s01/T2,220,Safebox/Safedoor,carry,Safe
212021,212021,212021,221,ZY20210800001/H1/C6/N28/S87/s01/T2,221,Safebox/Safedoor,carry,Safe
212022,212022,212022,222,ZY20210800001/H1/C6/N28/S87/s01/T2,222,Safebox/Safedoor,carry,Safe
212023,212023,212023,223,ZY20210800001/H1/C6/N28/S87/s01/T2,223,Safebox/Safedoor,carry,Safe
212024,212024,212024,224,ZY20210800001/H1/C6/N28/S87/s01/T2,224,Safebox/Safedoor,carry,Safe
212025,212025,212025,225,ZY20210800001/H1/C6/N28/S87/s01/T2,225,Safebox/Safedoor,carry,Safe
212026,212026,212026,226,ZY20210800001/H1/C6/N28/S87/s01/T2,226,Safebox/Safedoor,carry,Safe
212027,212027,212027,227,ZY20210800001/H1/C6/N28/S87/s01/T2,227,Safebox/Safedoor,carry,Safe
212028,212028,212028,228,ZY20210800001/H1/C6/N28/S87/s01/T2,228,Safebox/Safedoor,carry,Safe
212029,212029,212029,229,ZY20210800001/H1/C6/N28/S87/s01/T2,229,Safebox/Safedoor,putdown,Safe
212030,212030,212030,230,ZY20210800001/H1/C6/N28/S87/s01/T2,230,Safebox/Safedoor,putdown,Safe
212031,212031,212031,231,ZY20210800001/H1/C6/N28/S87/s01/T2,231,Safebox/Safedoor,putdown,Safe
212032,212032,212032,232,ZY20210800001/H1/C6/N28/S87/s01/T2,232,Safebox/Safedoor,putdown,Safe
212033,212033,212033,233,ZY20210800001/H1/C6/N28/S87/s01/T2,233,Safebox/Safedoor,putdown,Safe
212034,212034,212034,234,ZY20210800001/H1/C6/N28/S87/s01/T2,234,Safebox/Safedoor,putdown,Safe
212035,212035,212035,235,ZY20210800001/H1/C6/N28/S87/s01/T2,235,Safebox/Safedoor,putdown,Safe
212036,212036,212036,236,ZY20210800001/H1/C6/N28/S87/s01/T2,236,Safebox/Safedoor,putdown,Safe
212037,212037,212037,237,ZY20210800001/H1/C6/N28/S87/s01/T2,237,Safebox/Safedoor,putdown,Safe
212038,212038,212038,238,ZY20210800001/H1/C6/N28/S87/s01/T2,238,Safebox/Safedoor,putdown,Safe
212039,212039,212039,239,ZY20210800001/H1/C6/N28/S87/s01/T2,239,Safebox/Safedoor,putdown,Safe
212040,212040,212040,240,ZY20210800001/H1/C6/N28/S87/s01/T2,240,Safebox/Safedoor,putdown,Safe
212041,212041,212041,241,ZY20210800001/H1/C6/N28/S87/s01/T2,241,Safebox/Safedoor,putdown,Safe
212042,212042,212042,242,ZY20210800001/H1/C6/N28/S87/s01/T2,242,Safebox/Safedoor,putdown,Safe
212248,212248,212248,148,ZY20210800003/H3/C6/N01/S85/s03/T2,148,Safebox/Safedoor,Grasp,Safe
212249,212249,212249,149,ZY20210800003/H3/C6/N01/S85/s03/T2,149,Safebox/Safedoor,Grasp,Safe
212250,212250,212250,150,ZY20210800003/H3/C6/N01/S85/s03/T2,150,Safebox/Safedoor,Grasp,Safe
212251,212251,212251,151,ZY20210800003/H3/C6/N01/S85/s03/T2,151,Safebox/Safedoor,Grasp,Safe
212252,212252,212252,152,ZY20210800003/H3/C6/N01/S85/s03/T2,152,Safebox/Safedoor,Grasp,Safe
212253,212253,212253,153,ZY20210800003/H3/C6/N01/S85/s03/T2,153,Safebox/Safedoor,Grasp,Safe
212254,212254,212254,154,ZY20210800003/H3/C6/N01/S85/s03/T2,154,Safebox/Safedoor,Grasp,Safe
212255,212255,212255,155,ZY20210800003/H3/C6/N01/S85/s03/T2,155,Safebox/Safedoor,Grasp,Safe
212256,212256,212256,156,ZY20210800003/H3/C6/N01/S85/s03/T2,156,Safebox/Safedoor,Pickup,Safe
212257,212257,212257,157,ZY20210800003/H3/C6/N01/S85/s03/T2,157,Safebox/Safedoor,Pickup,Safe
212258,212258,212258,158,ZY20210800003/H3/C6/N01/S85/s03/T2,158,Safebox/Safedoor,Pickup,Safe
212259,212259,212259,159,ZY20210800003/H3/C6/N01/S85/s03/T2,159,Safebox/Safedoor,Pickup,Safe
212260,212260,212260,160,ZY20210800003/H3/C6/N01/S85/s03/T2,160,Safebox/Safedoor,Pickup,Safe
212261,212261,212261,161,ZY20210800003/H3/C6/N01/S85/s03/T2,161,Safebox/Safedoor,Pickup,Safe
212262,212262,212262,162,ZY20210800003/H3/C6/N01/S85/s03/T2,162,Safebox/Safedoor,Pickup,Safe
212263,212263,212263,163,ZY20210800003/H3/C6/N01/S85/s03/T2,163,Safebox/Safedoor,carry,Safe
212264,212264,212264,164,ZY20210800003/H3/C6/N01/S85/s03/T2,164,Safebox/Safedoor,carry,Safe
212265,212265,212265,165,ZY20210800003/H3/C6/N01/S85/s03/T2,165,Safebox/Safedoor,carry,Safe
212266,212266,212266,166,ZY20210800003/H3/C6/N01/S85/s03/T2,166,Safebox/Safedoor,carry,Safe
212267,212267,212267,167,ZY20210800003/H3/C6/N01/S85/s03/T2,167,Safebox/Safedoor,carry,Safe
212268,212268,212268,168,ZY20210800003/H3/C6/N01/S85/s03/T2,168,Safebox/Safedoor,carry,Safe
212269,212269,212269,169,ZY20210800003/H3/C6/N01/S85/s03/T2,169,Safebox/Safedoor,carry,Safe
212270,212270,212270,170,ZY20210800003/H3/C6/N01/S85/s03/T2,170,Safebox/Safedoor,carry,Safe
212271,212271,212271,171,ZY20210800003/H3/C6/N01/S85/s03/T2,171,Safebox/Safedoor,carry,Safe
212272,212272,212272,172,ZY20210800003/H3/C6/N01/S85/s03/T2,172,Safebox/Safedoor,carry,Safe
212273,212273,212273,173,ZY20210800003/H3/C6/N01/S85/s03/T2,173,Safebox/Safedoor,carry,Safe
