Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vid_index,frame_number,obj,action,class
775854,775854,775854,54,ZY20210800003/H3/C14/N37/S334/s02/T1,54,Dustbinbase/Dustbincover,open,TrashCan
775855,775855,775855,55,ZY20210800003/H3/C14/N37/S334/s02/T1,55,Dustbinbase/Dustbincover,open,TrashCan
775856,775856,775856,56,ZY20210800003/H3/C14/N37/S334/s02/T1,56,Dustbinbase/Dustbincover,open,TrashCan
775857,775857,775857,57,ZY20210800003/H3/C14/N37/S334/s02/T1,57,Dustbinbase/Dustbincover,open,TrashCan
775858,775858,775858,58,ZY20210800003/H3/C14/N37/S334/s02/T1,58,Dustbinbase/Dustbincover,open,TrashCan
775859,775859,775859,59,ZY20210800003/H3/C14/N37/S334/s02/T1,59,Dustbinbase/Dustbincover,open,TrashCan
775860,775860,775860,60,ZY20210800003/H3/C14/N37/S334/s02/T1,60,Dustbinbase/Dustbincover,open,TrashCan
775861,775861,775861,61,ZY20210800003/H3/C14/N37/S334/s02/T1,61,Dustbinbase/Dustbincover,open,TrashCan
775862,775862,775862,62,ZY20210800003/H3/C14/N37/S334/s02/T1,62,Dustbinbase/Dustbincover,open,TrashCan
775863,775863,775863,63,ZY20210800003/H3/C14/N37/S334/s02/T1,63,Dustbinbase/Dustbincover,open,TrashCan
775864,775864,775864,64,ZY20210800003/H3/C14/N37/S334/s02/T1,64,Dustbinbase/Dustbincover,open,TrashCan
775865,775865,775865,65,ZY20210800003/H3/C14/N37/S334/s02/T1,65,Dustbinbase/Dustbincover,open,TrashCan
775866,775866,775866,66,ZY20210800003/H3/C14/N37/S334/s02/T1,66,Dustbinbase/Dustbincover,open,TrashCan
775867,775867,775867,67,ZY20210800003/H3/C14/N37/S334/s02/T1,67,Dustbinbase/Dustbincover,open,TrashCan
775868,775868,775868,68,ZY20210800003/H3/C14/N37/S334/s02/T1,68,Dustbinbase/Dustbincover,open,TrashCan
775869,775869,775869,69,ZY20210800003/H3/C14/N37/S334/s02/T1,69,Dustbinbase/Dustbincover,open,TrashCan
775870,775870,775870,70,ZY20210800003/H3/C14/N37/S334/s02/T1,70,Dustbinbase/Dustbincover,open,TrashCan
775871,775871,775871,71,ZY20210800003/H3/C14/N37/S334/s02/T1,71,Dustbinbase/Dustbincover,open,TrashCan
775872,775872,775872,72,ZY20210800003/H3/C14/N37/S334/s02/T1,72,Dustbinbase/Dustbincover,close,TrashCan
775873,775873,775873,73,ZY20210800003/H3/C14/N37/S334/s02/T1,73,Dustbinbase/Dustbincover,close,TrashCan
775874,775874,775874,74,ZY20210800003/H3/C14/N37/S334/s02/T1,74,Dustbinbase/Dustbincover,close,TrashCan
775875,775875,775875,75,ZY20210800003/H3/C14/N37/S334/s02/T1,75,Dustbinbase/Dustbincover,close,TrashCan
775876,775876,775876,76,ZY20210800003/H3/C14/N37/S334/s02/T1,76,Dustbinbase/Dustbincover,close,TrashCan
775877,775877,775877,77,ZY20210800003/H3/C14/N37/S334/s02/T1,77,Dustbinbase/Dustbincover,close,TrashCan
775878,775878,775878,78,ZY20210800003/H3/C14/N37/S334/s02/T1,78,Dustbinbase/Dustbincover,close,TrashCan
775879,775879,775879,79,ZY20210800003/H3/C14/N37/S334/s02/T1,79,Dustbinbase/Dustbincover,close,TrashCan
775880,775880,775880,80,ZY20210800003/H3/C14/N37/S334/s02/T1,80,Dustbinbase/Dustbincover,close,TrashCan
775881,775881,775881,81,ZY20210800003/H3/C14/N37/S334/s02/T1,81,Dustbinbase/Dustbincover,close,TrashCan
775882,775882,775882,82,ZY20210800003/H3/C14/N37/S334/s02/T1,82,Dustbinbase/Dustbincover,close,TrashCan
775883,775883,775883,83,ZY20210800003/H3/C14/N37/S334/s02/T1,83,Dustbinbase/Dustbincover,close,TrashCan
775884,775884,775884,84,ZY20210800003/H3/C14/N37/S334/s02/T1,84,Dustbinbase/Dustbincover,close,TrashCan
775885,775885,775885,85,ZY20210800003/H3/C14/N37/S334/s02/T1,85,Dustbinbase/Dustbincover,close,TrashCan
775886,775886,775886,86,ZY20210800003/H3/C14/N37/S334/s02/T1,86,Dustbinbase/Dustbincover,close,TrashCan
775887,775887,775887,87,ZY20210800003/H3/C14/N37/S334/s02/T1,87,Dustbinbase/Dustbincover,close,TrashCan
775888,775888,775888,88,ZY20210800003/H3/C14/N37/S334/s02/T1,88,Dustbinbase/Dustbincover,close,TrashCan
775889,775889,775889,89,ZY20210800003/H3/C14/N37/S334/s02/T1,89,Dustbinbase/Dustbincover,close,TrashCan
775890,775890,775890,90,ZY20210800003/H3/C14/N37/S334/s02/T1,90,Dustbinbase/Dustbincover,close,TrashCan
775891,775891,775891,91,ZY20210800003/H3/C14/N37/S334/s02/T1,91,Dustbinbase/Dustbincover,close,TrashCan
775892,775892,775892,92,ZY20210800003/H3/C14/N37/S334/s02/T1,92,Dustbinbase/Dustbincover,close,TrashCan
775893,775893,775893,93,ZY20210800003/H3/C14/N37/S334/s02/T1,93,Dustbinbase/Dustbincover,close,TrashCan
775894,775894,775894,94,ZY20210800003/H3/C14/N37/S334/s02/T1,94,Dustbinbase/Dustbincover,close,TrashCan
775895,775895,775895,95,ZY20210800003/H3/C14/N37/S334/s02/T1,95,Dustbinbase/Dustbincover,close,TrashCan
775896,775896,775896,96,ZY20210800003/H3/C14/N37/S334/s02/T1,96,Dustbinbase/Dustbincover,close,TrashCan
775897,775897,775897,97,ZY20210800003/H3/C14/N37/S334/s02/T1,97,Dustbinbase/Dustbincover,close,TrashCan
775898,775898,775898,98,ZY20210800003/H3/C14/N37/S334/s02/T1,98,Dustbinbase/Dustbincover,close,TrashCan
775899,775899,775899,99,ZY20210800003/H3/C14/N37/S334/s02/T1,99,Dustbinbase/Dustbincover,close,TrashCan
775900,775900,775900,100,ZY20210800003/H3/C14/N37/S334/s02/T1,100,Dustbinbase/Dustbincover,close,TrashCan
775901,775901,775901,101,ZY20210800003/H3/C14/N37/S334/s02/T1,101,Dustbinbase/Dustbincover,close,TrashCan
775902,775902,775902,102,ZY20210800003/H3/C14/N37/S334/s02/T1,102,Dustbinbase/Dustbincover,close,TrashCan
775903,775903,775903,103,ZY20210800003/H3/C14/N37/S334/s02/T1,103,Dustbinbase/Dustbincover,close,TrashCan
775904,775904,775904,104,ZY20210800003/H3/C14/N37/S334/s02/T1,104,Dustbinbase/Dustbincover,close,TrashCan
775905,775905,775905,105,ZY20210800003/H3/C14/N37/S334/s02/T1,105,Dustbinbase/Dustbincover,close,TrashCan
775975,775975,775975,175,ZY20210800003/H3/C14/N37/S334/s02/T1,175,Dustbinbase/Dustbincover,open,TrashCan
775976,775976,775976,176,ZY20210800003/H3/C14/N37/S334/s02/T1,176,Dustbinbase/Dustbincover,open,TrashCan
775977,775977,775977,177,ZY20210800003/H3/C14/N37/S334/s02/T1,177,Dustbinbase/Dustbincover,open,TrashCan
775978,775978,775978,178,ZY20210800003/H3/C14/N37/S334/s02/T1,178,Dustbinbase/Dustbincover,open,TrashCan
775979,775979,775979,179,ZY20210800003/H3/C14/N37/S334/s02/T1,179,Dustbinbase/Dustbincover,open,TrashCan
775980,775980,775980,180,ZY20210800003/H3/C14/N37/S334/s02/T1,180,Dustbinbase/Dustbincover,open,TrashCan
775981,775981,775981,181,ZY20210800003/H3/C14/N37/S334/s02/T1,181,Dustbinbase/Dustbincover,open,TrashCan
