Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vid_index,frame_number,obj,action,class
43016,43016,43016,116,ZY20210800002/H2/C1/N37/S88/s04/T1,116,Toycar,putdown,ToyCar
43017,43017,43017,117,ZY20210800002/H2/C1/N37/S88/s04/T1,117,Toycar,putdown,ToyCar
43018,43018,43018,118,ZY20210800002/H2/C1/N37/S88/s04/T1,118,Toycar,putdown,ToyCar
43019,43019,43019,119,ZY20210800002/H2/C1/N37/S88/s04/T1,119,Toycar,putdown,ToyCar
43020,43020,43020,120,ZY20210800002/H2/C1/N37/S88/s04/T1,120,Toycar,putdown,ToyCar
43021,43021,43021,121,ZY20210800002/H2/C1/N37/S88/s04/T1,121,Toycar,putdown,ToyCar
43022,43022,43022,122,ZY20210800002/H2/C1/N37/S88/s04/T1,122,Toycar,putdown,ToyCar
43023,43023,43023,123,ZY20210800002/H2/C1/N37/S88/s04/T1,123,Toycar,putdown,ToyCar
43024,43024,43024,124,ZY20210800002/H2/C1/N37/S88/s04/T1,124,Toycar,putdown,ToyCar
43025,43025,43025,125,ZY20210800002/H2/C1/N37/S88/s04/T1,125,Toycar,putdown,ToyCar
43026,43026,43026,126,ZY20210800002/H2/C1/N37/S88/s04/T1,126,Toycar,putdown,ToyCar
43027,43027,43027,127,ZY20210800002/H2/C1/N37/S88/s04/T1,127,Toycar,putdown,ToyCar
43028,43028,43028,128,ZY20210800002/H2/C1/N37/S88/s04/T1,128,Toycar,putdown,ToyCar
43029,43029,43029,129,ZY20210800002/H2/C1/N37/S88/s04/T1,129,Toycar,putdown,ToyCar
43030,43030,43030,130,ZY20210800002/H2/C1/N37/S88/s04/T1,130,Toycar,putdown,ToyCar
43031,43031,43031,131,ZY20210800002/H2/C1/N37/S88/s04/T1,131,Toycar,putdown,ToyCar
43032,43032,43032,132,ZY20210800002/H2/C1/N37/S88/s04/T1,132,Toycar,putdown,ToyCar
43033,43033,43033,133,ZY20210800002/H2/C1/N37/S88/s04/T1,133,Toycar,putdown,ToyCar
43034,43034,43034,134,ZY20210800002/H2/C1/N37/S88/s04/T1,134,Toycar,putdown,ToyCar
43035,43035,43035,135,ZY20210800002/H2/C1/N37/S88/s04/T1,135,Toycar,putdown,ToyCar
43036,43036,43036,136,ZY20210800002/H2/C1/N37/S88/s04/T1,136,Toycar,putdown,ToyCar
43037,43037,43037,137,ZY20210800002/H2/C1/N37/S88/s04/T1,137,Toycar,putdown,ToyCar
43038,43038,43038,138,ZY20210800002/H2/C1/N37/S88/s04/T1,138,Toycar,putdown,ToyCar
43039,43039,43039,139,ZY20210800002/H2/C1/N37/S88/s04/T1,139,Toycar,putdown,ToyCar
43040,43040,43040,140,ZY20210800002/H2/C1/N37/S88/s04/T1,140,Toycar,putdown,ToyCar
43041,43041,43041,141,ZY20210800002/H2/C1/N37/S88/s04/T1,141,Toycar,putdown,ToyCar
43042,43042,43042,142,ZY20210800002/H2/C1/N37/S88/s04/T1,142,Toycar,putdown,ToyCar
43043,43043,43043,143,ZY20210800002/H2/C1/N37/S88/s04/T1,143,Toycar,putdown,ToyCar
43044,43044,43044,144,ZY20210800002/H2/C1/N37/S88/s04/T1,144,Toycar,putdown,ToyCar
43045,43045,43045,145,ZY20210800002/H2/C1/N37/S88/s04/T1,145,Toycar,putdown,ToyCar
43046,43046,43046,146,ZY20210800002/H2/C1/N37/S88/s04/T1,146,Toycar,putdown,ToyCar
43047,43047,43047,147,ZY20210800002/H2/C1/N37/S88/s04/T1,147,Toycar,putdown,ToyCar
43071,43071,43071,171,ZY20210800002/H2/C1/N37/S88/s04/T1,171,Toycar,Grasp,ToyCar
43072,43072,43072,172,ZY20210800002/H2/C1/N37/S88/s04/T1,172,Toycar,Grasp,ToyCar
43073,43073,43073,173,ZY20210800002/H2/C1/N37/S88/s04/T1,173,Toycar,Grasp,ToyCar
43074,43074,43074,174,ZY20210800002/H2/C1/N37/S88/s04/T1,174,Toycar,Grasp,ToyCar
43075,43075,43075,175,ZY20210800002/H2/C1/N37/S88/s04/T1,175,Toycar,Grasp,ToyCar
43076,43076,43076,176,ZY20210800002/H2/C1/N37/S88/s04/T1,176,Toycar,Grasp,ToyCar
43077,43077,43077,177,ZY20210800002/H2/C1/N37/S88/s04/T1,177,Toycar,Grasp,ToyCar
43078,43078,43078,178,ZY20210800002/H2/C1/N37/S88/s04/T1,178,Toycar,Grasp,ToyCar
43079,43079,43079,179,ZY20210800002/H2/C1/N37/S88/s04/T1,179,Toycar,Grasp,ToyCar
43080,43080,43080,180,ZY20210800002/H2/C1/N37/S88/s04/T1,180,Toycar,Grasp,ToyCar
43081,43081,43081,181,ZY20210800002/H2/C1/N37/S88/s04/T1,181,Toycar,Grasp,ToyCar
43082,43082,43082,182,ZY20210800002/H2/C1/N37/S88/s04/T1,182,Toycar,Grasp,ToyCar
43083,43083,43083,183,ZY20210800002/H2/C1/N37/S88/s04/T1,183,Toycar,Pickup,ToyCar
43084,43084,43084,184,ZY20210800002/H2/C1/N37/S88/s04/T1,184,Toycar,Pickup,ToyCar
43085,43085,43085,185,ZY20210800002/H2/C1/N37/S88/s04/T1,185,Toycar,Pickup,ToyCar
43086,43086,43086,186,ZY20210800002/H2/C1/N37/S88/s04/T1,186,Toycar,Pickup,ToyCar
43087,43087,43087,187,ZY20210800002/H2/C1/N37/S88/s04/T1,187,Toycar,Pickup,ToyCar
43088,43088,43088,188,ZY20210800002/H2/C1/N37/S88/s04/T1,188,Toycar,Pickup,ToyCar
43089,43089,43089,189,ZY20210800002/H2/C1/N37/S88/s04/T1,189,Toycar,Pickup,ToyCar
43090,43090,43090,190,ZY20210800002/H2/C1/N37/S88/s04/T1,190,Toycar,Pickup,ToyCar
43091,43091,43091,191,ZY20210800002/H2/C1/N37/S88/s04/T1,191,Toycar,Pickup,ToyCar
43092,43092,43092,192,ZY20210800002/H2/C1/N37/S88/s04/T1,192,Toycar,Pickup,ToyCar
43093,43093,43093,193,ZY20210800002/H2/C1/N37/S88/s04/T1,193,Toycar,Pickup,ToyCar
43094,43094,43094,194,ZY20210800002/H2/C1/N37/S88/s04/T1,194,Toycar,Pickup,ToyCar
43095,43095,43095,195,ZY20210800002/H2/C1/N37/S88/s04/T1,195,Toycar,Pickup,ToyCar
43096,43096,43096,196,ZY20210800002/H2/C1/N37/S88/s04/T1,196,Toycar,Pickup,ToyCar
43097,43097,43097,197,ZY20210800002/H2/C1/N37/S88/s04/T1,197,Toycar,Pickup,ToyCar
43098,43098,43098,198,ZY20210800002/H2/C1/N37/S88/s04/T1,198,Toycar,Pickup,ToyCar
43099,43099,43099,199,ZY20210800002/H2/C1/N37/S88/s04/T1,199,Toycar,Pickup,ToyCar
43100,43100,43100,200,ZY20210800002/H2/C1/N37/S88/s04/T1,200,Toycar,Pickup,ToyCar
43101,43101,43101,201,ZY20210800002/H2/C1/N37/S88/s04/T1,201,Toycar,Pickup,ToyCar
43102,43102,43102,202,ZY20210800002/H2/C1/N37/S88/s04/T1,202,Toycar,Pickup,ToyCar
43103,43103,43103,203,ZY20210800002/H2/C1/N37/S88/s04/T1,203,Toycar,Pickup,ToyCar
43104,43104,43104,204,ZY20210800002/H2/C1/N37/S88/s04/T1,204,Toycar,Pickup,ToyCar
43105,43105,43105,205,ZY20210800002/H2/C1/N37/S88/s04/T1,205,Toycar,Pickup,ToyCar
