Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vid_index,frame_number,obj,action,class
646162,646162,646162,262,ZY20210800003/H3/C2/N22/S217/s01/T6,262,Watercup,putdown,Mug
646256,646256,646256,56,ZY20210800001/H1/C14/N26/S333/s01/T1,56,Dustbinbase/Dustbincover,Grasp,TrashCan
646257,646257,646257,57,ZY20210800001/H1/C14/N26/S333/s01/T1,57,Dustbinbase/Dustbincover,Grasp,TrashCan
646258,646258,646258,58,ZY20210800001/H1/C14/N26/S333/s01/T1,58,Dustbinbase/Dustbincover,Grasp,TrashCan
646259,646259,646259,59,ZY20210800001/H1/C14/N26/S333/s01/T1,59,Dustbinbase/Dustbincover,Grasp,TrashCan
646260,646260,646260,60,ZY20210800001/H1/C14/N26/S333/s01/T1,60,Dustbinbase/Dustbincover,Grasp,TrashCan
646261,646261,646261,61,ZY20210800001/H1/C14/N26/S333/s01/T1,61,Dustbinbase/Dustbincover,Grasp,TrashCan
646262,646262,646262,62,ZY20210800001/H1/C14/N26/S333/s01/T1,62,Dustbinbase/Dustbincover,Grasp,TrashCan
646263,646263,646263,63,ZY20210800001/H1/C14/N26/S333/s01/T1,63,Dustbinbase/Dustbincover,Grasp,TrashCan
646264,646264,646264,64,ZY20210800001/H1/C14/N26/S333/s01/T1,64,Dustbinbase/Dustbincover,Grasp,TrashCan
646265,646265,646265,65,ZY20210800001/H1/C14/N26/S333/s01/T1,65,Dustbinbase/Dustbincover,Grasp,TrashCan
646266,646266,646266,66,ZY20210800001/H1/C14/N26/S333/s01/T1,66,Dustbinbase/Dustbincover,Grasp,TrashCan
646267,646267,646267,67,ZY20210800001/H1/C14/N26/S333/s01/T1,67,Dustbinbase/Dustbincover,Grasp,TrashCan
646268,646268,646268,68,ZY20210800001/H1/C14/N26/S333/s01/T1,68,Dustbinbase/Dustbincover,Grasp,TrashCan
646269,646269,646269,69,ZY20210800001/H1/C14/N26/S333/s01/T1,69,Dustbinbase/Dustbincover,open,TrashCan
646270,646270,646270,70,ZY20210800001/H1/C14/N26/S333/s01/T1,70,Dustbinbase/Dustbincover,open,TrashCan
646271,646271,646271,71,ZY20210800001/H1/C14/N26/S333/s01/T1,71,Dustbinbase/Dustbincover,open,TrashCan
646272,646272,646272,72,ZY20210800001/H1/C14/N26/S333/s01/T1,72,Dustbinbase/Dustbincover,open,TrashCan
646273,646273,646273,73,ZY20210800001/H1/C14/N26/S333/s01/T1,73,Dustbinbase/Dustbincover,open,TrashCan
646274,646274,646274,74,ZY20210800001/H1/C14/N26/S333/s01/T1,74,Dustbinbase/Dustbincover,open,TrashCan
646275,646275,646275,75,ZY20210800001/H1/C14/N26/S333/s01/T1,75,Dustbinbase/Dustbincover,open,TrashCan
646276,646276,646276,76,ZY20210800001/H1/C14/N26/S333/s01/T1,76,Dustbinbase/Dustbincover,open,TrashCan
646277,646277,646277,77,ZY20210800001/H1/C14/N26/S333/s01/T1,77,Dustbinbase/Dustbincover,open,TrashCan
646278,646278,646278,78,ZY20210800001/H1/C14/N26/S333/s01/T1,78,Dustbinbase/Dustbincover,open,TrashCan
646279,646279,646279,79,ZY20210800001/H1/C14/N26/S333/s01/T1,79,Dustbinbase/Dustbincover,open,TrashCan
646280,646280,646280,80,ZY20210800001/H1/C14/N26/S333/s01/T1,80,Dustbinbase/Dustbincover,open,TrashCan
646281,646281,646281,81,ZY20210800001/H1/C14/N26/S333/s01/T1,81,Dustbinbase/Dustbincover,open,TrashCan
646282,646282,646282,82,ZY20210800001/H1/C14/N26/S333/s01/T1,82,Dustbinbase/Dustbincover,open,TrashCan
646283,646283,646283,83,ZY20210800001/H1/C14/N26/S333/s01/T1,83,Dustbinbase/Dustbincover,open,TrashCan
646284,646284,646284,84,ZY20210800001/H1/C14/N26/S333/s01/T1,84,Dustbinbase/Dustbincover,open,TrashCan
646285,646285,646285,85,ZY20210800001/H1/C14/N26/S333/s01/T1,85,Dustbinbase/Dustbincover,open,TrashCan
646286,646286,646286,86,ZY20210800001/H1/C14/N26/S333/s01/T1,86,Dustbinbase/Dustbincover,open,TrashCan
646287,646287,646287,87,ZY20210800001/H1/C14/N26/S333/s01/T1,87,Dustbinbase/Dustbincover,open,TrashCan
646288,646288,646288,88,ZY20210800001/H1/C14/N26/S333/s01/T1,88,Dustbinbase/Dustbincover,open,TrashCan
646289,646289,646289,89,ZY20210800001/H1/C14/N26/S333/s01/T1,89,Dustbinbase/Dustbincover,open,TrashCan
646290,646290,646290,90,ZY20210800001/H1/C14/N26/S333/s01/T1,90,Dustbinbase/Dustbincover,open,TrashCan
646291,646291,646291,91,ZY20210800001/H1/C14/N26/S333/s01/T1,91,Dustbinbase/Dustbincover,open,TrashCan
646292,646292,646292,92,ZY20210800001/H1/C14/N26/S333/s01/T1,92,Dustbinbase/Dustbincover,open,TrashCan
646293,646293,646293,93,ZY20210800001/H1/C14/N26/S333/s01/T1,93,Dustbinbase/Dustbincover,open,TrashCan
646294,646294,646294,94,ZY20210800001/H1/C14/N26/S333/s01/T1,94,Dustbinbase/Dustbincover,open,TrashCan
646295,646295,646295,95,ZY20210800001/H1/C14/N26/S333/s01/T1,95,Dustbinbase/Dustbincover,open,TrashCan
646296,646296,646296,96,ZY20210800001/H1/C14/N26/S333/s01/T1,96,Dustbinbase/Dustbincover,open,TrashCan
646297,646297,646297,97,ZY20210800001/H1/C14/N26/S333/s01/T1,97,Dustbinbase/Dustbincover,open,TrashCan
646298,646298,646298,98,ZY20210800001/H1/C14/N26/S333/s01/T1,98,Dustbinbase/Dustbincover,open,TrashCan
646299,646299,646299,99,ZY20210800001/H1/C14/N26/S333/s01/T1,99,Dustbinbase/Dustbincover,open,TrashCan
646300,646300,646300,100,ZY20210800001/H1/C14/N26/S333/s01/T1,100,Dustbinbase/Dustbincover,open,TrashCan
646301,646301,646301,101,ZY20210800001/H1/C14/N26/S333/s01/T1,101,Dustbinbase/Dustbincover,open,TrashCan
646302,646302,646302,102,ZY20210800001/H1/C14/N26/S333/s01/T1,102,Dustbinbase/Dustbincover,open,TrashCan
646303,646303,646303,103,ZY20210800001/H1/C14/N26/S333/s01/T1,103,Dustbinbase/Dustbincover,open,TrashCan
646304,646304,646304,104,ZY20210800001/H1/C14/N26/S333/s01/T1,104,Dustbinbase/Dustbincover,open,TrashCan
646305,646305,646305,105,ZY20210800001/H1/C14/N26/S333/s01/T1,105,Dustbinbase/Dustbincover,close,TrashCan
646306,646306,646306,106,ZY20210800001/H1/C14/N26/S333/s01/T1,106,Dustbinbase/Dustbincover,close,TrashCan
646307,646307,646307,107,ZY20210800001/H1/C14/N26/S333/s01/T1,107,Dustbinbase/Dustbincover,close,TrashCan
646308,646308,646308,108,ZY20210800001/H1/C14/N26/S333/s01/T1,108,Dustbinbase/Dustbincover,close,TrashCan
646309,646309,646309,109,ZY20210800001/H1/C14/N26/S333/s01/T1,109,Dustbinbase/Dustbincover,close,TrashCan
646310,646310,646310,110,ZY20210800001/H1/C14/N26/S333/s01/T1,110,Dustbinbase/Dustbincover,close,TrashCan
646311,646311,646311,111,ZY20210800001/H1/C14/N26/S333/s01/T1,111,Dustbinbase/Dustbincover,close,TrashCan
646312,646312,646312,112,ZY20210800001/H1/C14/N26/S333/s01/T1,112,Dustbinbase/Dustbincover,close,TrashCan
646313,646313,646313,113,ZY20210800001/H1/C14/N26/S333/s01/T1,113,Dustbinbase/Dustbincover,close,TrashCan
646314,646314,646314,114,ZY20210800001/H1/C14/N26/S333/s01/T1,114,Dustbinbase/Dustbincover,close,TrashCan
646315,646315,646315,115,ZY20210800001/H1/C14/N26/S333/s01/T1,115,Dustbinbase/Dustbincover,close,TrashCan
646316,646316,646316,116,ZY20210800001/H1/C14/N26/S333/s01/T1,116,Dustbinbase/Dustbincover,close,TrashCan
646317,646317,646317,117,ZY20210800001/H1/C14/N26/S333/s01/T1,117,Dustbinbase/Dustbincover,close,TrashCan
646318,646318,646318,118,ZY20210800001/H1/C14/N26/S333/s01/T1,118,Dustbinbase/Dustbincover,close,TrashCan
646319,646319,646319,119,ZY20210800001/H1/C14/N26/S333/s01/T1,119,Dustbinbase/Dustbincover,close,TrashCan
646320,646320,646320,120,ZY20210800001/H1/C14/N26/S333/s01/T1,120,Dustbinbase/Dustbincover,close,TrashCan
646321,646321,646321,121,ZY20210800001/H1/C14/N26/S333/s01/T1,121,Dustbinbase/Dustbincover,close,TrashCan
646322,646322,646322,122,ZY20210800001/H1/C14/N26/S333/s01/T1,122,Dustbinbase/Dustbincover,close,TrashCan
646323,646323,646323,123,ZY20210800001/H1/C14/N26/S333/s01/T1,123,Dustbinbase/Dustbincover,close,TrashCan
