Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vid_index,frame_number,obj,action,class
515888,515888,515888,188,ZY20210800002/H2/C5/N28/S41/s02/T1,188,bottleddrinks,Pickup,Bottle
515889,515889,515889,189,ZY20210800002/H2/C5/N28/S41/s02/T1,189,bottleddrinks,Pickup,Bottle
515890,515890,515890,190,ZY20210800002/H2/C5/N28/S41/s02/T1,190,bottleddrinks,Pickup,Bottle
515891,515891,515891,191,ZY20210800002/H2/C5/N28/S41/s02/T1,191,bottleddrinks,Pickup,Bottle
515892,515892,515892,192,ZY20210800002/H2/C5/N28/S41/s02/T1,192,bottleddrinks,Pickup,Bottle
515893,515893,515893,193,ZY20210800002/H2/C5/N28/S41/s02/T1,193,bottleddrinks,Pickup,Bottle
515894,515894,515894,194,ZY20210800002/H2/C5/N28/S41/s02/T1,194,bottleddrinks,Pickup,Bottle
515895,515895,515895,195,ZY20210800002/H2/C5/N28/S41/s02/T1,195,bottleddrinks,Pickup,Bottle
515896,515896,515896,196,ZY20210800002/H2/C5/N28/S41/s02/T1,196,bottleddrinks,Pickup,Bottle
515897,515897,515897,197,ZY20210800002/H2/C5/N28/S41/s02/T1,197,bottleddrinks,Pickup,Bottle
515898,515898,515898,198,ZY20210800002/H2/C5/N28/S41/s02/T1,198,bottleddrinks,Pickup,Bottle
515899,515899,515899,199,ZY20210800002/H2/C5/N28/S41/s02/T1,199,bottleddrinks,Pickup,Bottle
515900,515900,515900,200,ZY20210800002/H2/C5/N28/S41/s02/T1,200,bottleddrinks,Pickup,Bottle
515901,515901,515901,201,ZY20210800002/H2/C5/N28/S41/s02/T1,201,bottleddrinks,Pickup,Bottle
515902,515902,515902,202,ZY20210800002/H2/C5/N28/S41/s02/T1,202,bottleddrinks,Pickup,Bottle
515903,515903,515903,203,ZY20210800002/H2/C5/N28/S41/s02/T1,203,bottleddrinks,Pickup,Bottle
515904,515904,515904,204,ZY20210800002/H2/C5/N28/S41/s02/T1,204,bottleddrinks,Pickup,Bottle
515905,515905,515905,205,ZY20210800002/H2/C5/N28/S41/s02/T1,205,bottleddrinks,Pickup,Bottle
515906,515906,515906,206,ZY20210800002/H2/C5/N28/S41/s02/T1,206,bottleddrinks,Pickup,Bottle
515907,515907,515907,207,ZY20210800002/H2/C5/N28/S41/s02/T1,207,bottleddrinks,Pickup,Bottle
515908,515908,515908,208,ZY20210800002/H2/C5/N28/S41/s02/T1,208,bottleddrinks,putdown,Bottle
515909,515909,515909,209,ZY20210800002/H2/C5/N28/S41/s02/T1,209,bottleddrinks,putdown,Bottle
515910,515910,515910,210,ZY20210800002/H2/C5/N28/S41/s02/T1,210,bottleddrinks,putdown,Bottle
515911,515911,515911,211,ZY20210800002/H2/C5/N28/S41/s02/T1,211,bottleddrinks,putdown,Bottle
515912,515912,515912,212,ZY20210800002/H2/C5/N28/S41/s02/T1,212,bottleddrinks,putdown,Bottle
515913,515913,515913,213,ZY20210800002/H2/C5/N28/S41/s02/T1,213,bottleddrinks,putdown,Bottle
515914,515914,515914,214,ZY20210800002/H2/C5/N28/S41/s02/T1,214,bottleddrinks,putdown,Bottle
515915,515915,515915,215,ZY20210800002/H2/C5/N28/S41/s02/T1,215,bottleddrinks,putdown,Bottle
515916,515916,515916,216,ZY20210800002/H2/C5/N28/S41/s02/T1,216,bottleddrinks,putdown,Bottle
515917,515917,515917,217,ZY20210800002/H2/C5/N28/S41/s02/T1,217,bottleddrinks,putdown,Bottle
515918,515918,515918,218,ZY20210800002/H2/C5/N28/S41/s02/T1,218,bottleddrinks,putdown,Bottle
515919,515919,515919,219,ZY20210800002/H2/C5/N28/S41/s02/T1,219,bottleddrinks,putdown,Bottle
515920,515920,515920,220,ZY20210800002/H2/C5/N28/S41/s02/T1,220,bottleddrinks,putdown,Bottle
515921,515921,515921,221,ZY20210800002/H2/C5/N28/S41/s02/T1,221,bottleddrinks,putdown,Bottle
515922,515922,515922,222,ZY20210800002/H2/C5/N28/S41/s02/T1,222,bottleddrinks,putdown,Bottle
515923,515923,515923,223,ZY20210800002/H2/C5/N28/S41/s02/T1,223,bottleddrinks,putdown,Bottle
515924,515924,515924,224,ZY20210800002/H2/C5/N28/S41/s02/T1,224,bottleddrinks,putdown,Bottle
515925,515925,515925,225,ZY20210800002/H2/C5/N28/S41/s02/T1,225,bottleddrinks,putdown,Bottle
515926,515926,515926,226,ZY20210800002/H2/C5/N28/S41/s02/T1,226,bottleddrinks,putdown,Bottle
515927,515927,515927,227,ZY20210800002/H2/C5/N28/S41/s02/T1,227,bottleddrinks,putdown,Bottle
515928,515928,515928,228,ZY20210800002/H2/C5/N28/S41/s02/T1,228,bottleddrinks,putdown,Bottle
515929,515929,515929,229,ZY20210800002/H2/C5/N28/S41/s02/T1,229,bottleddrinks,putdown,Bottle
515930,515930,515930,230,ZY20210800002/H2/C5/N28/S41/s02/T1,230,bottleddrinks,putdown,Bottle
515931,515931,515931,231,ZY20210800002/H2/C5/N28/S41/s02/T1,231,bottleddrinks,putdown,Bottle
515932,515932,515932,232,ZY20210800002/H2/C5/N28/S41/s02/T1,232,bottleddrinks,putdown,Bottle
515933,515933,515933,233,ZY20210800002/H2/C5/N28/S41/s02/T1,233,bottleddrinks,putdown,Bottle
515934,515934,515934,234,ZY20210800002/H2/C5/N28/S41/s02/T1,234,bottleddrinks,putdown,Bottle
515935,515935,515935,235,ZY20210800002/H2/C5/N28/S41/s02/T1,235,bottleddrinks,putdown,Bottle
515936,515936,515936,236,ZY20210800002/H2/C5/N28/S41/s02/T1,236,bottleddrinks,putdown,Bottle
515937,515937,515937,237,ZY20210800002/H2/C5/N28/S41/s02/T1,237,bottleddrinks,putdown,Bottle
515938,515938,515938,238,ZY20210800002/H2/C5/N28/S41/s02/T1,238,bottleddrinks,putdown,Bottle
515939,515939,515939,239,ZY20210800002/H2/C5/N28/S41/s02/T1,239,bottleddrinks,putdown,Bottle
