Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vid_index,frame_number,obj,action,class
733111,733111,733111,211,ZY20210800004/H4/C3/N64/S379/s05/T2,211,Laptopdisplay/Laptopkeyboard,open,Laptop
733112,733112,733112,212,ZY20210800004/H4/C3/N64/S379/s05/T2,212,Laptopdisplay/Laptopkeyboard,open,Laptop
733113,733113,733113,213,ZY20210800004/H4/C3/N64/S379/s05/T2,213,Laptopdisplay/Laptopkeyboard,open,Laptop
733114,733114,733114,214,ZY20210800004/H4/C3/N64/S379/s05/T2,214,Laptopdisplay/Laptopkeyboard,open,Laptop
733115,733115,733115,215,ZY20210800004/H4/C3/N64/S379/s05/T2,215,Laptopdisplay/Laptopkeyboard,open,Laptop
733116,733116,733116,216,ZY20210800004/H4/C3/N64/S379/s05/T2,216,Laptopdisplay/Laptopkeyboard,open,Laptop
733117,733117,733117,217,ZY20210800004/H4/C3/N64/S379/s05/T2,217,Laptopdisplay/Laptopkeyboard,open,Laptop
733118,733118,733118,218,ZY20210800004/H4/C3/N64/S379/s05/T2,218,Laptopdisplay/Laptopkeyboard,open,Laptop
733119,733119,733119,219,ZY20210800004/H4/C3/N64/S379/s05/T2,219,Laptopdisplay/Laptopkeyboard,open,Laptop
733120,733120,733120,220,ZY20210800004/H4/C3/N64/S379/s05/T2,220,Laptopdisplay/Laptopkeyboard,open,Laptop
733121,733121,733121,221,ZY20210800004/H4/C3/N64/S379/s05/T2,221,Laptopdisplay/Laptopkeyboard,open,Laptop
733122,733122,733122,222,ZY20210800004/H4/C3/N64/S379/s05/T2,222,Laptopdisplay/Laptopkeyboard,open,Laptop
733123,733123,733123,223,ZY20210800004/H4/C3/N64/S379/s05/T2,223,Laptopdisplay/Laptopkeyboard,open,Laptop
733125,733125,733125,225,ZY20210800004/H4/C3/N64/S379/s05/T2,225,Laptopdisplay/Laptopkeyboard,close,Laptop
733126,733126,733126,226,ZY20210800004/H4/C3/N64/S379/s05/T2,226,Laptopdisplay/Laptopkeyboard,close,Laptop
733127,733127,733127,227,ZY20210800004/H4/C3/N64/S379/s05/T2,227,Laptopdisplay/Laptopkeyboard,close,Laptop
